Industry_Name,Number_of_firms,Quarter_1,Quarter_2,Quarter_3,Quarter_4,Quarter_12,Quarter_23,Quarter_34,Quarter_45,12_31_18,12_31_19,12_31_20,12_31_21,12_31_22,12_31_23,2019,2020_0,2021_0,2022_0,2023_0
Software (Internet),35,172639.345,193504.19900000002,181013.03000000003,180481.02,0.14315096748390643,0.1208580465826028,-0.06455244415652184,0.045422293510207545,58560.108,90458.56799999998,293812.33900000004,356097.05799999996,151020.59999999998,220091.11299999992,0.544713134750366,2.2480321709271376,0.21198809829426501,-0.5759004557684383,0.4573582213287457
Software (System & Application),351,4002072.008000002,4673703.688999998,4454060.1400000015,4582960.9559999965,0.19696105299563116,0.16782098864224038,-0.04699560853995699,0.14514705053752608,1590611.7919999992,2346977.967,3676881.788000001,5144099.621999998,3343527.3419999983,5277974.335000003,0.47551902909569366,0.566645209158029,0.3990386198404472,-0.3500267126047506,0.5785647297392447
Steel,29,114504.55600000003,117374.09699999997,117023.18800000005,111426.45800000001,0.13902020009252092,0.02506049628278495,-0.00298966304294479,-0.026881882324403028,46994.821,49770.30000000001,53125.617000000006,87870.15,100528.995,133588.56900000002,0.059059252507845716,0.06741604933062484,0.6540071431076271,0.14406308626991082,0.3288561076334249
Telecom (Wireless),13,181809.462,171811.38700000005,172466.278,174110.26900000003,0.013205555405613634,-0.054992049863719195,0.0038116856596934756,-0.04234759244818609,62333.916,73626.768,171214.506,153067.69700000001,179439.859,192855.856,0.1811670551870992,1.3254382971149843,-0.10598873555725463,0.17229083939245515,0.07476598050603678
Telecom. Equipment,66,386169.56700000004,376656.998,377948.28899999976,376609.253,0.10493112340299016,-0.024633139980189123,0.003428294195664261,-0.024756777377022088,280271.25299999985,308433.2999999999,315136.96500000014,456637.399,349496.5060000001,390043.51300000004,0.10048139685592394,0.02173456951632735,0.44901249207626215,-0.2346301315543361,0.11601548600317035
Telecom. Services,42,328583.88,296906.6639999999,266146.12500000006,253781.96600000001,0.006049258239100519,-0.09640526492048285,-0.1036033970594874,-0.22764937220900794,466715.7649999999,570681.7,474237.13,439379.92,326608.1429999999,305761.063,0.22276070961519823,-0.1689988832653999,-0.0735016467394698,-0.2566611988094496,-0.06382902706746019
Tobacco,16,234462.45500000002,236702.196,222159.69800000003,222733.02099999998,-0.03384797772356796,0.009552663772969483,-0.06143795134034147,-0.05002691795579828,200057.84800000003,230643.678,206993.064,238188.97,242676.566,222026.93499999994,0.15288492956297306,-0.10254178308759021,0.15070990977746002,0.01884048619043943,-0.08509116203663458
Transportation,36,346344.488,366331.9500000001,348762.4099999999,335985.84099999996,0.15590517011987615,0.0577097736286194,-0.04796070885982018,-0.029908508317302962,154103.43099999995,238148.64999999997,363756.892,433139.51099999994,299630.538,381348.019,0.5453818805630619,0.5274362966155803,0.19073898124245003,-0.30823549828498553,0.2727274781317517
Transportation (Railroads),4,233031.10000000003,246183.80000000002,230824.6,235019.3,-0.09856443301660922,0.05644182257218011,-0.062389158019333535,0.008531908401925525,193509.9,231798.10000000003,267821.1,314919.2,258511.1,271989.8,0.19786171146799236,0.1554067958279206,0.17585656992671606,-0.17911927884993994,0.0521397340384997
Trucking,22,114475.618,123741.218,130282.41799999998,128284.018,0.0997139001299745,0.08093950626237278,0.05286193319997845,0.12062306577807691,56147.04000000001,69401.48000000003,89226.28999999998,139530.29999999996,104095.818,140093.436,0.23606658516637768,0.28565399469867137,0.5637801369977391,-0.2539554634369737,0.34581233609211837
Utility (General),14,294307.3,281673.4,255776.80000000002,259652.50000000006,-0.018643313868963785,-0.04292757943822656,-0.09193839389874947,-0.11775039219210648,232589.60000000003,296577.6,268317.89999999997,304850.80000000005,299898.4,272898.30000000005,0.27511118295916903,-0.09528602294981148,0.1361552844592182,-0.016245323942072676,-0.09003082377231753
Utility (Water),13,52298.19999999999,50019.060000000005,43594.33,42175.520000000004,-0.009043969266042118,-0.04357970255190402,-0.1284456365233574,-0.19355694842269877,30879.22,43095.18000000001,49479.170000000006,61489,52775.49999999999,46874.02,0.3956045521875231,0.14813698422886268,0.2427249689111599,-0.14170827302444355,-0.11182234180633055
Total Market,6481,42408251.994,45815713.903000034,44077798.01799981,44231469.03500001,0.0646635578588135,0.08034902993601634,-0.03793274701949856,0.04299203469310542,25103745.733999953,32523281.04900004,40393482.81799989,51475097.224999964,39832538.34600002,49157036.55199983,0.29555491015634505,0.24198670967859903,0.2743416421141569,-0.226178472827546,0.2340924930518813
Total Market (without financials),5214,37324466.195000015,40580090.77600004,38946282.602999814,39115487.35600001,0.08120052036708336,0.08722494687509141,-0.04026132376141689,0.04798517818427439,21379781.95199995,27538202.559000038,35217003.4439999,44981007.307999976,34521317.26900003,43163609.00299983,0.2880488033426367,0.2788417605887017,0.2772525459051689,-0.23253570039859173,0.25034652260389056
